configuration,1,2,3,4,5,6,7,8,9,10,11,12,mean
decoder,0.3950294852256775,0.7409436106681824,0.17988179624080658,0.2503679394721985,0.6548656225204468,0.3554351031780243,0.32493841648101807,0.55033940076828,0.3653763234615326,0.1293754130601883,0.30393195152282715,0.5607227087020874,0.40093398094177246
decoder_E0_failure,0.4591662287712097,0.6777971982955933,0.18679659068584442,0.3074967563152313,0.9718929529190063,0.37447625398635864,0.8308439254760742,0.5681638121604919,0.37699195742607117,0.16472630202770233,0.1579919159412384,0.6445484161376953,0.4767410258452098
decoder_E8_failure,0.47001156210899353,0.9326817393302917,0.18163645267486572,0.33489519357681274,0.971919596195221,0.3668406307697296,0.6371239423751831,0.5636456608772278,0.45876792073249817,0.19802258908748627,0.3340538740158081,0.6875744462013245,0.5114311339954535
decoder_E15_failure,0.39304834604263306,0.9294427037239075,0.19975659251213074,0.2975028455257416,0.9920171499252319,0.3799271285533905,0.6837111711502075,0.6427023410797119,0.39268869161605835,0.15410317480564117,0.18286529183387756,0.5703933835029602,0.4848465683559577
electrodes_top4,0.7626223564147949,0.3037894368171692,0.14239400625228882,0.5529415011405945,0.6152732968330383,0.3790034055709839,0.29386216402053833,0.5820888876914978,0.45386016368865967,0.1326635628938675,0.5397223234176636,0.43258243799209595,0.4325669618944327
electrodes_top4_E0_failure,0.582950234413147,0.4484921991825104,0.28204238414764404,1.0679879188537598,1.2815439701080322,0.9168868064880371,0.5501226782798767,0.6067249774932861,0.4044764041900635,0.2082507461309433,0.504794716835022,0.4592536687850952,0.6094605587422848
electrodes_top4_E8_failure,0.5275399684906006,0.36453279852867126,0.17415060102939606,1.146634578704834,0.8121651411056519,0.7178205847740173,0.633743405342102,0.7883051633834839,0.5167236328125,0.4267919063568115,0.6928375959396362,0.5731765627861023,0.614535161604484
electrodes_top4_E15_failure,1.1917773485183716,1.4662081003189087,0.5859044790267944,1.7888519763946533,1.1646076440811157,0.7866688370704651,0.8540628552436829,0.9166314005851746,0.6069437861442566,0.28086501359939575,0.569683313369751,0.5633071660995483,0.8979593267043432
